state,year,tax_legis,lastdemmargin,term_length,years_left_before_limit,sen_dem_per_2pty,hs_dem_per_2pty,veto_override_prop,vote_nec_budg,vote_nec_any_tax_inc,statename,total_taxes,property_tax,tot_sales_&_gr_rec_tax,total_gen_sales_tax,total_select_sales_tax,alcoholic_beverage_tax,amusement_tax,insurance_premium_tax,motor_fuels_tax,parimutuels_tax,public_utility_tax,tobacco_tax,other_select_sales_tax,total_license_taxes,alcoholic_beverage_lic,amusement_license,corporation_license,hunt_and_fish_license,motor_veh_&_oper_lic,motor_vehicle_license,motor_veh_oper_license,public_utility_license,occup_and_bus_lic_nec,other_license_taxes,total_income_taxes,individual_income_tax,corp_net_income_tax,total_other_taxes,death_and_gift_tax,docum_and_stock_tr_tax,severance_tax,taxes_nec,stateno,gub_election,gub_election_regime,new_gov_b,years_served,budgets_overseen,years_left_in_term,limit_exists,limit_type,lame_duck_last_term,lame_duck_last_year,femgov,govparty_a,state_midterm_penalty,gov_non_maj_pty,gub_party_change,years_since_other_party,region_census,personal_income1000s,pop_annual,disposable_personal_income1000s_annual,pop_growth,pc_inc_ann,state_cpi_bfh,housing_prices_quar,real_pc_inc_quar,gsp_q,total_debt_outstanding,total_revenue,general_revenue,taxes,total_expenditure,general_expenditure,legislative_total_exp,budget_surplus,total_debt_outstanding_gsp,total_revenue_gsp,general_revenue_gsp,taxes_gsp,total_expenditure_gsp,general_expenditure_gsp,budget_surplus_gsp,total_debt_outstanding_inc,total_revenue_inc,general_revenue_inc,taxes_inc,total_expenditure_inc,general_expenditure_inc,budget_surplus_inc,real_leg_tot_exp
AK,1913,137340.0,,,,,,,,,Alaska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,1915,96002.0,,,,,,,,,Alaska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,1917,98636.0,,,,,,,,,Alaska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,1919,87936.0,,,,,,,,,Alaska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,1921,62308.0,,,,,,,,,Alaska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,1923,108562.0,,,,,,,,,Alaska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,1925,47801.0,,,,,,,,,Alaska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,1927,57981.0,,,,,,,,,Alaska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,1929,109275.0,,,,,,,,,Alaska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,1931,83239.0,,,,,,,,,Alaska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,1933,81930.0,,,,,,,,,Alaska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,1935,60345.0,,,,,,0.6666667,0.5,0.5,Alaska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,1937,92584.0,,,,,,0.6666667,0.5,0.5,Alaska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,0.0,0.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,1939,67956.0,,,,,,0.6666667,0.5,0.5,Alaska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,0.0,0.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,1941,64528.0,,,,,,0.6666667,0.5,0.5,Alaska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,0.0,0.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,1943,41425.0,,,,,,0.6666667,0.5,0.5,Alaska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,0.0,0.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,1945,64367.0,,,,,,0.6666667,0.5,0.5,Alaska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,0.0,0.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,1946,48527.0,,,,,,0.6666667,0.5,0.5,Alaska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,0.0,0.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,1947,83454.0,,,,,,0.6666667,0.5,0.5,Alaska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,0.0,0.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,1949,146977.0,,,,50.0,79.16666,0.6666667,0.5,0.5,Alaska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,0.0,0.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,1951,150763.0,,,,50.0,58.333330000000004,0.6666667,0.5,0.5,Alaska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,0.0,0.0,,,,,,,2.0,446273.0,158000.0,,1.17037037037037,2824.51265822785,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,1953,118700.0,,,,31.25,16.66667,0.6666667,0.5,0.5,Alaska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,0.0,0.0,,,,,,,2.0,514584.0,205000.0,,1.08465608465608,2510.16585365854,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,1955,195702.0,,,,73.33334,87.5,0.6666667,0.5,0.5,Alaska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,0.0,0.0,,,,,,,2.0,506522.0,222000.0,,1.03255813953488,2281.63063063063,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,1957,235249.0,,4.0,,68.75,87.5,0.6666667,0.5,0.5,Alaska,20974.0,2.0,6594.0,0.0,6594.0,1502.0,0.0,443.0,3579.0,0.0,0.0,1070.0,0.0,4044.0,510.0,70.0,79.0,66.0,933.0,861.0,72.0,0.0,2385.0,1.0,8131.0,7066.0,1065.0,1764.0,37.0,0.0,1726.0,1.0,2.0,,,,,,1.0,,,0.0,0.0,,,,,,,2.0,539432.0,231000.0,,1.03125,2335.20346320346,,,,,0.0,38652.0,33298.0,20974.0,37665.0,32229.0,156000.0,1069.0,,,,,,,,0.0,7.165315,6.172789,3.888164,6.982345,5.974618,0.1981714,
AK,1959,263657.0,20.1968632576,4.0,11.0,90.0,87.17949,0.6666667,0.5,0.5,Alaska,24045.0,32.0,7055.0,0.0,7055.0,2081.0,0.0,712.0,3171.0,0.0,0.0,1091.0,0.0,4771.0,332.0,103.0,90.0,366.0,1713.0,1621.0,92.0,0.0,2167.0,0.0,9537.0,8139.0,1398.0,1975.0,33.0,0.0,1942.0,0.0,2.0,0.0,1962.0,,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,,,2.0,592788.0,224000.0,,1.0,2646.375,,,,,2932.0,50024.0,44543.0,24045.0,50122.0,42607.0,459000.0,1936.0,,,,,,,,0.4946119,8.438767,7.514153,4.056256,8.455299,7.187561,0.3265923,
AK,1960,210783.0,20.1968632576,4.0,10.0,90.0,87.17949,0.6666667,0.5,0.5,Alaska,27110.0,542.0,7954.0,0.0,7954.0,2188.0,0.0,857.0,3686.0,0.0,0.0,1223.0,0.0,5798.0,357.0,113.0,95.0,1019.0,2032.0,1876.0,156.0,0.0,2182.0,0.0,10595.0,8903.0,1692.0,1503.0,54.0,0.0,1449.0,0.0,2.0,0.0,1962.0,,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,701150.0,229000.0,618926.0,1.02232142857143,3061.7903930131,0.1394315,,21959.1010138534,,2902.0,74646.0,68566.0,27110.0,56109.0,49871.0,476000.0,18695.0,,,,,,,,0.4138915,10.64622,9.779078,3.866505,8.002424,7.112743,2.666334,3413863.0
AK,1961,180786.0,20.1968632576,4.0,9.0,70.0,55.0,0.6666667,0.5,0.5,Alaska,31571.0,219.0,9861.0,0.0,9861.0,2361.0,0.0,964.0,5142.0,0.0,0.0,1394.0,0.0,6527.0,238.0,167.0,71.0,1433.0,2225.0,2058.0,167.0,0.0,2393.0,0.0,11810.0,10360.0,1450.0,2278.0,61.0,0.0,2217.0,0.0,2.0,0.0,1962.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,697711.0,238000.0,621404.0,1.03930131004367,2931.55882352941,0.1406826,,20838.1052349716,,2806.0,79609.0,70233.0,31571.0,81559.0,74489.0,663000.0,-4256.0,,,,,,,,0.4021722,11.41002,10.0662,4.52494,11.68951,10.6762,-0.6099947,4712737.0
AK,1962,243777.0,20.1968632576,4.0,8.0,65.0,55.0,0.6666667,0.5,0.5,Alaska,36524.0,64.0,10933.0,0.0,10933.0,2498.0,0.0,1031.0,5509.0,0.0,0.0,1895.0,0.0,7257.0,291.0,116.0,98.0,1261.0,2690.0,2436.0,254.0,0.0,2801.0,0.0,14042.0,12226.0,1816.0,3434.0,98.0,0.0,3336.0,0.0,2.0,1.0,1962.0,0.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,730534.0,246000.0,644957.0,1.03361344537815,2969.65040650406,0.1465879,,20258.4961412508,,16685.0,118245.0,108937.0,36524.0,111952.0,104301.0,717000.0,4636.0,,,,,,,,2.283946,16.18611,14.91197,4.99963,15.32468,14.27736,0.6346043,4891264.0
AK,1963,87536.0,4.539440024,4.0,7.0,75.0,50.0,0.6666667,0.5,0.5,Alaska,39131.0,10.0,12207.0,0.0,12207.0,2751.0,0.0,1135.0,6086.0,0.0,154.0,2081.0,0.0,7775.0,384.0,105.0,86.0,1561.0,3089.0,2905.0,184.0,0.0,2550.0,0.0,15213.0,13006.0,2207.0,3193.0,58.0,0.0,3135.0,0.0,2.0,0.0,1966.0,0.0,4.0,4.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,790248.0,256000.0,694888.0,1.04065040650407,3086.90625,0.1498993,,20593.1999015339,1083.0,51725.0,129090.0,119516.0,39131.0,137798.0,131191.0,673000.0,-11675.0,4.776085,11.91967,11.03564,3.613204,12.72373,12.11367,-1.078024,6.545413,16.33538,15.12386,4.951736,17.43731,16.60124,-1.477384,4489681.0
AK,1964,97367.0,4.539440024,4.0,6.0,75.0,50.0,0.6666667,0.5,0.5,Alaska,39034.0,11.0,11902.0,0.0,11902.0,2796.0,0.0,1197.0,5643.0,0.0,164.0,2102.0,0.0,7948.0,612.0,73.0,101.0,1454.0,3018.0,2870.0,148.0,0.0,2690.0,0.0,15695.0,13931.0,1764.0,2726.0,89.0,0.0,2637.0,0.0,2.0,0.0,1966.0,0.0,5.0,5.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,889545.0,263000.0,800720.0,1.02734375,3382.30038022814,0.1562276,,21649.8261525373,1230.0,80782.0,159487.0,148704.0,39034.0,175582.0,168905.0,785000.0,-20201.0,6.567642,12.96642,12.08976,3.173496,14.27496,13.73211,-1.642358,9.081272,17.92905,16.71686,4.388086,19.73841,18.9878,-2.270936,5024720.0
AK,1965,38874.0,4.539440024,4.0,5.0,85.0,75.0,0.6666667,0.5,0.5,Alaska,44019.0,1.0,12888.0,0.0,12888.0,3139.0,0.0,1318.0,6004.0,0.0,183.0,2244.0,0.0,8814.0,623.0,68.0,97.0,1666.0,3088.0,2812.0,276.0,0.0,3272.0,0.0,18000.0,16123.0,1877.0,3486.0,363.0,0.0,3123.0,0.0,2.0,0.0,1966.0,0.0,6.0,6.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,2.0,961824.0,271000.0,852117.0,1.03041825095057,3549.16605166052,0.1602186,,22152.022621971,1374.0,113528.0,191073.0,178274.0,44019.0,202222.0,196331.0,791000.0,-18057.0,8.262591,13.90633,12.97482,3.203712,14.71776,14.28901,-1.314192,11.80341,19.86569,18.53499,4.576617,21.02485,20.41236,-1.87737,4937005.0
AK,1966,73835.0,4.539440024,4.0,4.0,85.0,75.0,0.6666667,0.5,0.5,Alaska,52799.0,2.0,14394.0,0.0,14394.0,3353.0,0.0,1647.0,6558.0,0.0,215.0,2621.0,0.0,10616.0,654.0,54.0,150.0,1607.0,4587.0,4364.0,223.0,0.0,3564.0,0.0,23343.0,19238.0,4105.0,3616.0,81.0,0.0,3535.0,0.0,2.0,1.0,1966.0,0.0,7.0,7.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,2.0,1031677.0,271000.0,917222.0,1.0,3806.92619926199,0.1675239,,22724.6751016541,1494.0,126181.0,198561.0,184503.0,52799.0,203150.0,195624.0,898000.0,-11121.0,8.44585,13.29056,12.3496,3.53407,13.59772,13.09398,-0.7443775,12.23067,19.24643,17.88379,5.117784,19.69124,18.96175,-1.077954,5360429.0
AK,1967,69378.0,-1.6291067065,4.0,7.0,30.0,37.5,0.6666667,0.5,0.5,Alaska,58169.0,0.0,16198.0,0.0,16198.0,3406.0,0.0,1803.0,7077.0,0.0,247.0,3665.0,0.0,10681.0,699.0,91.0,116.0,1585.0,4496.0,4306.0,190.0,0.0,3694.0,0.0,26142.0,22692.0,3450.0,4250.0,104.0,0.0,4146.0,0.0,2.0,0.0,1970.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,2.0,1129933.0,278000.0,1003482.0,1.02583025830258,4064.5071942446,0.1756944,,23133.9598430263,1643.0,153764.0,259481.0,243250.0,58169.0,272309.0,264353.0,974000.0,-21103.0,9.358734,15.79312,14.80523,3.540414,16.57389,16.08965,-1.284419,13.60824,22.96428,21.52782,5.148005,24.09957,23.39546,-1.867633,5543717.0
AK,1968,110989.0,-1.6291067065,4.0,6.0,30.0,37.5,0.6666667,0.5,0.5,Alaska,60402.0,3.0,16291.0,0.0,16291.0,3741.0,0.0,1947.0,7806.0,0.0,275.0,2522.0,0.0,11598.0,690.0,87.0,128.0,1664.0,4717.0,4453.0,264.0,0.0,4312.0,0.0,26464.0,22599.0,3865.0,4622.0,170.0,0.0,4452.0,0.0,2.0,0.0,1970.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,2.0,1226956.0,285000.0,1085233.0,1.02517985611511,4305.10877192982,0.1849122,,23281.9076941912,1899.0,176850.0,263609.0,246279.0,60402.0,286550.0,276724.0,1185000.0,-30445.0,9.312797,13.88146,12.96888,3.180727,15.08952,14.57209,-1.603212,14.41372,21.4848,20.07236,4.922915,23.35455,22.5537,-2.481344,6408447.0
AK,1969,67963.0,-1.6291067065,4.0,9.0,45.0,55.0,0.6666667,0.5,0.5,Alaska,71828.0,0.0,18209.0,0.0,18209.0,3943.0,0.0,2201.0,9132.0,0.0,303.0,2630.0,0.0,12746.0,684.0,88.0,167.0,1932.0,5193.0,4941.0,252.0,0.0,4682.0,0.0,29540.0,25233.0,4307.0,8856.0,103.0,0.0,8753.0,0.0,2.0,0.0,1970.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-2.0,2.0,1411723.0,296000.0,1205134.0,1.03859649122807,4769.33445945946,0.1984267,,24035.7495209035,2073.0,190168.0,250910.0,228553.0,71828.0,285144.0,275691.0,1110000.0,-47138.0,9.173565,12.10371,11.02523,3.46493,13.75514,13.29913,-2.273903,13.47063,17.77332,16.18965,5.087967,20.1983,19.52869,-3.33904,5594006.0
AK,1970,171523.0,-1.6291067065,4.0,8.0,45.0,55.0,0.6666667,0.5,0.5,Alaska,85899.0,0.0,20408.0,0.0,20408.0,4425.0,0.0,2562.0,10372.0,0.0,338.0,2711.0,0.0,14735.0,756.0,55.0,402.0,2107.0,5770.0,5505.0,265.0,0.0,5645.0,0.0,37756.0,32455.0,5301.0,10903.0,123.0,0.0,10780.0,0.0,2.0,1.0,1970.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,2.0,1597095.0,304328.0,1387325.0,1.02813513513514,5247.93972293052,0.2101421,,24973.2905635307,2359.0,222255.0,1211648.0,1184327.0,85899.0,354128.0,342578.0,1746000.0,841749.0,9.421576,51.36278,50.20462,3.641331,15.01178,14.52217,35.68245,13.9162,75.86575,74.15508,5.378453,22.17326,21.45007,52.70501,8308664.0
AK,1971,115859.0,6.245435075900001,4.0,7.0,50.0,77.5,0.6666667,0.5,0.5,Alaska,102053.0,0.0,22238.0,0.0,22238.0,4936.0,0.0,3018.0,10936.0,0.0,395.0,2953.0,0.0,15873.0,727.0,65.0,406.0,2137.0,5625.0,5305.0,320.0,0.0,6913.0,0.0,47883.0,41833.0,6050.0,14595.0,104.0,0.0,14491.0,0.0,2.0,0.0,1974.0,1.0,8.0,8.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1766966.0,316494.0,1545470.0,1.03997660419022,5582.93680132957,0.220232,,25350.2524670782,2539.0,300533.0,430922.0,395698.0,102053.0,492499.0,475714.0,2417000.0,-80016.0,11.83667,16.97211,15.5848,4.019417,19.39736,18.73627,-3.151477,17.00842,24.38768,22.39421,5.775606,27.87258,26.92265,-4.52844,11000000.0
AK,1972,216805.0,6.245435075900001,4.0,6.0,50.0,77.5,0.6666667,0.5,0.5,Alaska,102084.0,0.0,23405.0,0.0,23405.0,4838.0,0.0,3476.0,11401.0,0.0,469.0,3221.0,0.0,16616.0,774.0,70.0,449.0,2055.0,6416.0,6130.0,286.0,0.0,6852.0,0.0,45567.0,39112.0,6455.0,15003.0,98.0,0.0,14905.0,0.0,2.0,0.0,1974.0,0.0,9.0,9.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1939318.0,326494.0,1673297.0,1.03159617559891,5939.82737814477,0.2290144,,25936.4798813733,2743.0,373854.0,458251.0,416556.0,102084.0,594197.0,575197.0,2766000.0,-158641.0,13.62938,16.7062,15.18615,3.721619,21.6623,20.96963,-5.783485,19.2776,23.62949,21.47951,5.263912,30.63948,29.65976,-8.180247,12100000.0
AK,1973,95958.0,6.245435075900001,4.0,5.0,45.0,51.28205,0.6666667,0.5,0.5,Alaska,109043.0,0.0,25118.0,0.0,25118.0,5235.0,0.0,3706.0,12391.0,0.0,542.0,3244.0,0.0,17860.0,806.0,70.0,508.0,2383.0,6485.0,6170.0,315.0,0.0,7608.0,0.0,50327.0,43363.0,6964.0,15738.0,64.0,0.0,14099.0,1575.0,2.0,0.0,1974.0,0.0,10.0,10.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,2267501.0,333232.0,1986150.0,1.02063743897284,6804.57158976329,0.246189,,27639.6247994967,3041.0,434592.0,466556.0,418441.0,109043.0,646098.0,622957.0,2618000.0,-204516.0,14.29109,15.34219,13.75998,3.585761,21.24623,20.48527,-6.725288,19.16612,20.57578,18.45384,4.80895,28.49384,27.47328,-9.019444,10600000.0
AK,1974,147045.0,6.245435075900001,4.0,4.0,45.0,51.28205,0.6666667,0.5,0.5,Alaska,124162.0,0.0,27237.0,0.0,27237.0,5691.0,0.0,3765.0,13743.0,0.0,609.0,3429.0,0.0,20195.0,796.0,80.0,567.0,3179.0,7060.0,6700.0,360.0,0.0,8513.0,0.0,57460.0,49219.0,8241.0,19270.0,112.0,0.0,17515.0,1643.0,2.0,1.0,1974.0,0.0,11.0,11.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,2802354.0,344696.0,2394089.0,1.03440245834734,8129.92898089911,0.272663,,29816.7664145818,3999.0,560820.0,527045.0,477069.0,124162.0,697584.0,665521.0,3107000.0,-188452.0,14.02401,13.17942,11.92971,3.104826,17.44396,16.64219,-4.712478,20.01246,18.80722,17.02387,4.430632,24.89279,23.74864,-6.724775,11400000.0
AK,1975,131114.0,-0.2308745025,4.0,7.0,65.0,75.0,0.6666667,0.5,0.5,Alaska,202848.0,6566.0,33756.0,0.0,33756.0,6598.0,0.0,4423.0,18015.0,0.0,687.0,4033.0,0.0,26640.0,840.0,94.0,595.0,3145.0,9972.0,9533.0,439.0,0.0,11994.0,0.0,104320.0,86975.0,17345.0,31566.0,68.0,0.0,29347.0,2151.0,2.0,0.0,1978.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,2.0,3956808.0,370973.0,3352819.0,1.07623239028013,10666.0269076186,0.3023627,0.6586,35275.604125835,6220.0,709821.0,696085.0,622301.0,202848.0,833911.0,797754.0,3646000.0,-175453.0,11.41191,11.19108,10.00484,3.261222,13.40693,12.82563,-2.820788,17.93923,17.59208,15.72735,5.126556,21.07535,20.16155,-4.434206,12100000.0
AK,1976,197284.0,-0.2308745025,4.0,6.0,65.0,76.92308,0.6666667,0.5,0.5,Alaska,598806.0,306429.0,62944.0,0.0,62944.0,7842.0,0.0,6079.0,24403.0,0.0,926.0,4617.0,19077.0,21302.0,920.0,75.0,667.0,3277.0,11836.0,11370.0,466.0,0.0,4527.0,0.0,177357.0,146254.0,31103.0,30774.0,159.0,0.0,27978.0,2637.0,2.0,0.0,1978.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,2.0,4760348.0,393115.0,4034647.0,1.05968628444658,12109.3013494779,0.3177282,0.73745,38112.1390845316,7470.0,827846.0,1188279.0,1042880.0,598806.0,1032889.0,957387.0,5810000.0,85493.0,11.08228,15.90735,13.96091,8.016145,13.82716,12.81643,1.144485,17.39045,24.96202,21.90764,12.57904,21.69776,20.1117,1.79594,18300000.0
AK,1977,166651.0,-0.2308745025,4.0,5.0,60.0,62.5,0.6666667,0.5,0.5,Alaska,773474.0,409767.0,65942.0,0.0,65942.0,7978.0,0.0,8061.0,20607.0,0.0,1193.0,4851.0,23252.0,25115.0,950.0,107.0,715.0,4200.0,11596.0,11002.0,594.0,0.0,7547.0,0.0,246110.0,210338.0,35772.0,26540.0,193.0,0.0,23758.0,2589.0,2.0,0.0,1978.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-2.0,2.0,4922359.0,397363.0,4186732.0,1.01080599824479,12387.5625058196,0.3440197,0.782775,36008.2940186844,7544.0,916584.0,1391605.0,1220263.0,773474.0,1147589.0,1028906.0,7015000.0,191357.0,12.14984,18.44651,16.17528,10.25284,15.21194,13.63873,2.536546,18.62083,28.2711,24.79021,15.71348,23.3138,20.9027,3.887506,20400000.0
AK,1978,262468.0,-0.2308745025,4.0,4.0,60.0,62.5,0.6666667,0.5,0.5,Alaska,563485.0,173197.0,68609.0,0.0,68609.0,7572.0,0.0,10002.0,23281.0,0.0,1452.0,4627.0,21675.0,31987.0,1006.0,110.0,797.0,6500.0,13275.0,12735.0,540.0,0.0,10229.0,70.0,179332.0,145828.0,33504.0,110360.0,244.0,0.0,107715.0,2401.0,2.0,1.0,1978.0,0.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,2.0,5025363.0,402191.0,4348647.0,1.01215009953116,12494.9663219714,0.3688614,0.85695,33874.4209124929,9130.0,1128051.0,1317890.0,1147198.0,563485.0,1289245.0,1158757.0,7902000.0,-11559.0,12.35543,14.43472,12.56515,6.171796,14.12097,12.69175,-0.1266046,22.44715,26.22477,22.82816,11.21282,25.65476,23.05818,-0.2300132,21400000.0
AK,1979,102751.0,-18.851154361400003,4.0,3.0,45.0,64.10256,0.6666667,0.5,0.5,Alaska,816710.0,162151.0,74546.0,0.0,74546.0,7378.0,0.0,10768.0,22240.0,0.0,1732.0,4403.0,28025.0,30651.0,1050.0,104.0,646.0,7913.0,7211.0,6802.0,409.0,0.0,13658.0,69.0,373035.0,116049.0,256986.0,176327.0,123.0,0.0,173685.0,2519.0,2.0,0.0,1982.0,0.0,4.0,4.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-4.0,2.0,5326531.0,403544.0,4548530.0,1.00336407328856,13199.3809844775,0.4042492,0.9619,32651.5945720549,10891.0,1362526.0,1699416.0,1508307.0,816710.0,1466387.0,1347603.0,9053000.0,160704.0,12.51057,15.60386,13.84911,7.498944,13.46421,12.37355,1.475567,25.57999,31.90474,28.31687,15.33287,27.52987,25.29982,3.017048,22400000.0
AK,1980,331595.0,-18.851154361400003,4.0,2.0,45.0,64.10256,0.6666667,0.5,0.5,Alaska,1437607.0,169016.0,54422.0,0.0,54422.0,7366.0,0.0,10436.0,26175.0,0.0,1981.0,4283.0,4181.0,39136.0,1029.0,103.0,671.0,8274.0,11535.0,10960.0,575.0,0.0,17455.0,69.0,665810.0,100481.0,565329.0,509223.0,198.0,0.0,506469.0,2556.0,2.0,0.0,1982.0,0.0,5.0,5.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-5.0,2.0,6069690.0,405315.0,5292078.0,1.00438861685467,14975.2414788498,0.4493624,0.90065,33325.5329748323,15282.0,1544554.0,3229513.0,3011436.0,1437607.0,2032718.0,1930768.0,14331000.0,1080668.0,10.10701,21.13279,19.70577,9.407191,13.30139,12.63426,7.071509,25.447,53.20721,49.61433,23.68501,33.48965,31.80999,17.80434,31900000.0
